step,time_s,inventory_mol,input_mol,residual_mol,inventory_rate_mol_s,input_rate_mol_s,balance_rate_mol_s,predicted_rate_mol_s,predicted_integral_mol,loop_inventory_mol,supplied_inventory,current_A,capacity_Ah
0.000000000000000000e+00,1.500000000000000000e+02,9.754383253419533501e-05,0.000000000000000000e+00,-1.728561141878942609e-14,-1.121685106046523963e-16,0.000000000000000000e+00,-1.121685106046523963e-16,-1.121680358234347955e-16,-1.740118240731183068e-14,9.754383253419528080e-05,1.355988417840738546e-04,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.550000000000000000e+02,9.754383253362096536e-05,0.000000000000000000e+00,-1.785998107219077813e-14,-1.128970336483890080e-16,0.000000000000000000e+00,-1.128970336483890080e-16,-1.128967033041136270e-16,-1.796384425513070130e-14,9.754383253362091115e-05,1.355988417932904404e-04,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.600000000000000000e+02,9.754383253302029025e-05,0.000000000000000000e+00,-1.846065618080205972e-14,-1.131347160740285663e-16,0.000000000000000000e+00,-1.131347160740285663e-16,-1.131344573578309329e-16,-1.852892215678556156e-14,9.754383253302034446e-05,1.355988418029291332e-04,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.650000000000000000e+02,9.754383253241962870e-05,0.000000000000000000e+00,-1.906131773688618525e-14,-1.133725634861204934e-16,0.000000000000000000e+00,-1.133725634861204934e-16,-1.133722114115509751e-16,-1.909518882870901531e-14,9.754383253241961514e-05,1.355988418125676363e-04,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.700000000000000000e+02,9.754383253181892648e-05,0.000000000000000000e+00,-1.966201995055177898e-14,-1.136103585531549177e-16,0.000000000000000000e+00,-1.136103585531549177e-16,-1.136099654652739263e-16,-1.966264427090107831e-14,9.754383253181896714e-05,1.355988418222061666e-04,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.750000000000000000e+02,9.754383253121822427e-05,0.000000000000000000e+00,-2.026272216421737271e-14,-1.138481587432853908e-16,0.000000000000000000e+00,-1.138481587432853908e-16,-1.138477195189995152e-16,-2.023128848336176320e-14,9.754383253121821072e-05,1.355988418318446697e-04,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.800000000000000000e+02,9.754383253061757627e-05,0.000000000000000000e+00,-2.086337016777434217e-14,-1.140858838010686833e-16,0.000000000000000000e+00,-1.140858838010686833e-16,-1.140854735727278898e-16,-2.080112146609108259e-14,9.754383253061758982e-05,1.355988418414833083e-04,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.850000000000000000e+02,9.754383253001696892e-05,0.000000000000000000e+00,-2.146397751374984342e-14,-1.143236666031602896e-16,0.000000000000000000e+00,-1.143236666031602896e-16,-1.143232276264591240e-16,-2.137214321908904910e-14,9.754383253001692826e-05,1.355988418511218656e-04,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.900000000000000000e+02,9.754383252941623960e-05,0.000000000000000000e+00,-2.206470683246974929e-14,-1.145614539855663810e-16,0.000000000000000000e+00,-1.145614539855663810e-16,-1.145609816801931192e-16,-2.194435374235567851e-14,9.754383252941614473e-05,1.355988418607602603e-04,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.950000000000000000e+02,9.754383252881555094e-05,0.000000000000000000e+00,-2.266539549360818695e-14,-1.147990981689549366e-16,0.000000000000000000e+00,-1.147990981689549366e-16,-1.147987357339297769e-16,-2.251775303589098660e-14,9.754383252881560515e-05,1.355988418703989531e-04,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.000000000000000000e+02,9.754383252821493004e-05,0.000000000000000000e+00,-2.326601639211084427e-14,-1.150368523369644319e-16,0.000000000000000000e+00,-1.150368523369644319e-16,-1.150364897876693681e-16,-2.309234109969498599e-14,9.754383252821498425e-05,1.355988418800375375e-04,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.050000000000000000e+02,9.754383252761428204e-05,0.000000000000000000e+00,-2.386666439566781373e-14,-1.152746675726260309e-16,0.000000000000000000e+00,-1.152746675726260309e-16,-1.152742438414116710e-16,-2.366811793376768931e-14,9.754383252761411941e-05,1.355988418896759051e-04,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.100000000000000000e+02,9.754383252701359338e-05,0.000000000000000000e+00,-2.446735305680625139e-14,-1.155125061097935522e-16,0.000000000000000000e+00,-1.155125061097935522e-16,-1.155119978951568089e-16,-2.424508353810910916e-14,9.754383252701359338e-05,1.355988418993146522e-04,0.000000000000000000e+00,0.000000000000000000e+00
